MANDT,KNUMV,KPOSN,STUNR,ZAEHK,KAPPL,KSCHL,KDATU,KRECH,KAWRT,KBETR,WAERS,KKURS,KPEIN,KMEIN,KUMZA,KUMNE,KNTYP,KSTAT,KNPRS,KRUEK,KRELI,KHERK,KGRPE,KOUPD,KOLNR,KNUMH,KOPOS,KVSL1,SAKN1,MWSK1,KVSL2,SAKN2,MWSK2,LIFNR,KUNNR,KDIFF,KWERT,KSTEU,KINAK,KOAID,ZAEKO,KMXAW,KMXWR,KFAKTOR,KDUPL,KFAKTOR1,KZBZG,KSTBS,KONMS,KONWS,KAWRT_K,KWAEH,KWERT_K,KFKIV,KVARC,KMPRS,PRSQU,VARCOND,STUFE,WEGXX,KTREL,MDFLG,TXJLV,KBFLAG,KOLNR3,CPF_GUID,KAQTY
375,1000000581,10,60,1,M,WOTB,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000582,10,1,1,M,PBXX,3/1/17,C,1000.00,10.00,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000582,10,21,1,M,NAVM,3/1/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000582,10,35,1,M,SKTO,3/1/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000582,10,60,1,M,WOTB,3/1/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000583,10,1,1,M,PBXX,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000583,10,21,1,M,NAVM,2/20/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000583,10,35,1,M,SKTO,2/20/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000583,10,60,1,M,WOTB,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000584,10,1,1,M,PBXX,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000584,10,21,1,M,NAVM,2/20/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000584,10,35,1,M,SKTO,2/20/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000584,10,60,1,M,WOTB,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000585,10,1,1,M,PBXX,3/1/17,C,1000.00,10.00,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000585,10,21,1,M,NAVM,3/1/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000585,10,35,1,M,SKTO,3/1/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000585,10,60,1,M,WOTB,3/1/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000586,10,1,1,M,PBXX,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000586,10,21,1,M,NAVM,2/20/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000586,10,35,1,M,SKTO,2/20/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000586,10,60,1,M,WOTB,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000587,10,1,1,M,PBXX,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000587,10,21,1,M,NAVM,2/20/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000587,10,35,1,M,SKTO,2/20/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000587,10,60,1,M,WOTB,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000588,10,1,1,M,PBXX,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000588,10,21,1,M,NAVM,2/20/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000588,10,35,1,M,SKTO,2/20/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000588,10,60,1,M,WOTB,2/20/17,C,1000.00,10.00,USD,1,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000589,10,1,1,M,PBXX,2/20/17,C,10.00,123750.00,USD,1,1,AU,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"123,750.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000589,10,21,1,M,NAVM,2/20/17,B,123750.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000589,10,35,1,M,SKTO,2/20/17,A,123750.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000589,10,60,1,M,WOTB,2/20/17,C,10.00,123750.00,USD,1,1,AU,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"123,750.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000591,2,12,1,MS,PRSX,2/20/17,C,2750.00,450.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"123,750.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000591,2,13,1,MS,PRS4,2/20/17,C,2750.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"123,750.00",A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000591,2,15,1,MS,ZA00,2/20/17,A,123750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000591,2,15,2,MS,KZ01,2/20/17,A,123750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000591,2,15,3,MS,GPRO,2/20/17,A,123750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000592,10,1,1,M,PBXX,2/20/17,C,10.00,42500.00,USD,1,1,AU,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"42,500.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000592,10,21,1,M,NAVM,2/20/17,B,42500.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000592,10,35,1,M,SKTO,2/20/17,A,42500.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000592,10,60,1,M,WOTB,2/20/17,C,10.00,42500.00,USD,1,1,AU,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"42,500.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000594,2,12,1,MS,PRSX,2/20/17,C,1700.00,250.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"42,500.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000594,2,13,1,MS,PRS4,2/20/17,C,1700.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"42,500.00",A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000594,2,15,1,MS,ZA00,2/20/17,A,42500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000594,2,15,2,MS,KZ01,2/20/17,A,42500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000594,2,15,3,MS,GPRO,2/20/17,A,42500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,2,12,1,MS,PRSX,2/20/17,C,2750.00,450.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"123,750.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000596,2,13,1,MS,PRS4,2/20/17,C,2750.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"123,750.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,2,15,1,MS,ZA00,2/20/17,A,123750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,2,15,2,MS,KZ01,2/20/17,A,123750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,2,15,3,MS,GPRO,2/20/17,A,123750.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,2,21,1,MS,NAVM,2/20/17,B,123750.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,C,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,3,12,1,MS,PRSX,2/20/17,C,500.00,450.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"22,500.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000596,3,13,1,MS,PRS4,2/20/17,C,500.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"22,500.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,3,15,1,MS,ZA00,2/20/17,A,22500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,3,15,2,MS,KZ01,2/20/17,A,22500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,3,15,3,MS,GPRO,2/20/17,A,22500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000596,3,21,1,MS,NAVM,2/20/17,B,22500.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,C,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,2,12,1,MS,PRSX,2/20/17,C,1700.00,250.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"42,500.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000598,2,13,1,MS,PRS4,2/20/17,C,1700.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"42,500.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,2,15,1,MS,ZA00,2/20/17,A,42500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,2,15,2,MS,KZ01,2/20/17,A,42500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,2,15,3,MS,GPRO,2/20/17,A,42500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,2,21,1,MS,NAVM,2/20/17,B,42500.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,C,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,3,12,1,MS,PRSX,2/20/17,C,300.00,250.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"7,500.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000598,3,13,1,MS,PRS4,2/20/17,C,300.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"7,500.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,3,15,1,MS,ZA00,2/20/17,A,7500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,3,15,2,MS,KZ01,2/20/17,A,7500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,3,15,3,MS,GPRO,2/20/17,A,7500.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000598,3,21,1,MS,NAVM,2/20/17,B,7500.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,C,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000599,10,1,1,M,PBXX,2/20/17,C,10.00,25000.00,USD,1,1,AU,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"25,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000599,10,21,1,M,NAVM,2/20/17,B,25000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000599,10,35,1,M,SKTO,2/20/17,A,25000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000599,10,60,1,M,WOTB,2/20/17,C,10.00,25000.00,USD,1,1,AU,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"25,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000601,2,12,1,MS,PRSX,2/20/17,C,2500.00,100.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"25,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000601,2,13,1,MS,PRS4,2/20/17,C,2500.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"25,000.00",A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000601,2,15,1,MS,ZA00,2/20/17,A,25000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000601,2,15,2,MS,KZ01,2/20/17,A,25000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000601,2,15,3,MS,GPRO,2/20/17,A,25000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,2,12,1,MS,PRSX,2/20/17,C,2500.00,100.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"25,000.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000603,2,13,1,MS,PRS4,2/20/17,C,2500.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"25,000.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,2,15,1,MS,ZA00,2/20/17,A,25000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,2,15,2,MS,KZ01,2/20/17,A,25000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,2,15,3,MS,GPRO,2/20/17,A,25000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,2,21,1,MS,NAVM,2/20/17,B,25000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,C,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,3,12,1,MS,PRSX,2/20/17,C,500.00,100.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"5,000.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000603,3,13,1,MS,PRS4,2/20/17,C,500.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"5,000.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,3,15,1,MS,ZA00,2/20/17,A,5000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,3,15,2,MS,KZ01,2/20/17,A,5000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,3,15,3,MS,GPRO,2/20/17,A,5000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000603,3,21,1,MS,NAVM,2/20/17,B,5000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,C,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000604,10,1,1,M,PBXX,2/20/17,C,10.00,180000.00,USD,1,1,AU,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"180,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000604,10,21,1,M,NAVM,2/20/17,B,180000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000604,10,35,1,M,SKTO,2/20/17,A,180000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000604,10,60,1,M,WOTB,2/20/17,C,10.00,180000.00,USD,1,1,AU,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"180,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000606,2,12,1,MS,PRSX,2/20/17,C,4000.00,450.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"180,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000606,2,13,1,MS,PRS4,2/20/17,C,4000.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"180,000.00",A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000606,2,15,1,MS,ZA00,2/20/17,A,180000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000606,2,15,2,MS,KZ01,2/20/17,A,180000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000606,2,15,3,MS,GPRO,2/20/17,A,180000.00,0.00,,,0,,0,0,,,,,,A,,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000608,2,12,1,MS,PRSX,2/20/17,C,4000.00,450.00,USD,1,1,H,1,1,H,X,,,,C,,,0,,0,,,,,,,,,0,"180,000.00",D,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000608,2,13,1,MS,PRS4,2/20/17,C,4000.00,0.00,USD,1,1,H,1,1,,,,,,A,,,0,,0,,,,,,,,,0,"180,000.00",D,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
