,MANDT,BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,QSSKZ,DMBTR,WRBTR,KZBTR,PSWBT,PSWSL,TXBHW,TXBFW,MWSTS,WMWST,HWBAS,FWBAS,HWZUZ,FWZUZ,SHZUZ,STEKZ,MWART,TXGRP,KTOSL,QSSHB,KURSR,GBETR,BDIFF,BDIF2,VALUT,ZUONR,SGTXT,ZINKZ,VBUND,BEWAR,ALTKT,VORGN,FDLEV,FDGRP,FDWBT,FDTAG,FKONT,KOKRS,KOSTL,PROJN,AUFNR,VBELN,VBEL2,POSN2,ETEN2,ANLN1,ANLN2,ANBWA,BZDAT,PERNR,XUMSW,XHRES,XKRES,XOPVW,XCPDD,XSKST,XSAUF,XSPRO,XSERG,XFAKT,XUMAN,XANET,XSKRL,XINVE,XPANZ,XAUTO,XNCOP,XZAHL,SAKNR,HKONT,KUNNR,LIFNR,FILKD,XBILK,GVTYP,HZUON,ZFBDT,ZTERM,ZBD1T,ZBD2T,ZBD3T
2181,670,US00,5105600122,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       3,000.00","       3,000.00",0.0,"       3,000.00",USD,"       3,000.00","       3,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/29/2018,20180429.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2182,670,US00,5105600123,2018,1,,04/29/2018,04/29/2018,1500000013.0,31,K,,,,H,,,XI,,"      53,500.00","      53,500.00",0.0,"      53,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/29/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125016.0,,X,,,04/29/2018,1.0,0,0,0
2183,670,US00,5105600123,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      53,500.00","      53,500.00",0.0,"      53,500.00",USD,"      53,500.00","      53,500.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/29/2018,20180429.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2184,670,US00,5105600124,2018,1,,04/29/2018,04/29/2018,1500000014.0,31,K,,,,H,,,XI,,"   1,080,000.00","   1,080,000.00",0.0,"   1,080,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/29/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125012.0,,X,,,04/29/2018,1.0,0,0,0
2185,670,US00,5105600124,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"   1,080,000.00","   1,080,000.00",0.0,"   1,080,000.00",USD,"   1,080,000.00","   1,080,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/29/2018,20180429.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2186,670,US00,5105600125,2018,1,,04/29/2018,04/29/2018,1500000015.0,31,K,,,,H,,,XI,,"      55,000.00","      55,000.00",0.0,"      55,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/29/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125007.0,,X,,,04/29/2018,,0,0,0
2187,670,US00,5105600125,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      55,000.00","      55,000.00",0.0,"      55,000.00",USD,"      55,000.00","      55,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/29/2018,20180429.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2188,670,US00,5105600126,2018,1,,04/30/2018,04/30/2018,1500000016.0,31,K,,,,H,,,XI,,"      82,500.00","      82,500.00",0.0,"      82,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125022.0,,X,,,04/30/2018,1.0,0,0,0
2189,670,US00,5105600126,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      82,500.00","      82,500.00",0.0,"      82,500.00",USD,"      82,500.00","      82,500.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2190,670,US00,5105600128,2018,1,,04/30/2018,04/30/2018,1500000017.0,31,K,,,,H,,,XI,,"      14,000.00","      14,000.00",0.0,"      14,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125020.0,,X,,,04/30/2018,1.0,0,0,0
2191,670,US00,5105600128,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      14,000.00","      14,000.00",0.0,"      14,000.00",USD,"      14,000.00","      14,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2192,670,US00,5105600129,2018,1,,04/30/2018,04/30/2018,1500000018.0,31,K,,,,H,,,XI,,         300.30,         300.30,0.0,         300.30,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125017.0,,X,,,04/30/2018,1.0,0,0,0
2193,670,US00,5105600129,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,         300.30,         300.30,0.0,         300.30,USD,         300.30,         300.30,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2194,670,US00,5105600130,2018,1,,04/30/2018,04/30/2018,1500000021.0,31,K,,,,H,,,XI,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125019.0,,X,,,04/30/2018,1.0,0,0,0
2195,670,US00,5105600130,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,"       5,500.00","       5,500.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2196,670,US00,5105600131,2018,1,,04/30/2018,04/30/2018,1500000019.0,31,K,,,,H,,,XI,,"       5,400.00","       5,400.00",0.0,"       5,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125021.0,,X,,,04/30/2018,1.0,0,0,0
2197,670,US00,5105600131,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       5,400.00","       5,400.00",0.0,"       5,400.00",USD,"       5,400.00","       5,400.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2198,670,US00,5105600132,2018,1,,04/30/2018,04/30/2018,1500000020.0,31,K,,,,H,,,XI,,"      10,500.00","      10,500.00",0.0,"      10,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125023.0,,X,,,04/30/2018,1.0,0,0,0
2199,670,US00,5105600132,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      10,500.00","      10,500.00",0.0,"      10,500.00",USD,"      10,500.00","      10,500.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2200,670,US00,5105600134,2018,1,,04/30/2018,04/30/2018,1500000021.0,31,K,,,,H,,,XI,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125019.0,,X,,,04/30/2018,1.0,0,0,0
2201,670,US00,5105600134,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,"       5,500.00","       5,500.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2202,670,US00,5105600135,2018,1,,04/30/2018,04/30/2018,1500000021.0,21,K,,,,S,,,XI,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,04/30/2018,,MR8M,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125019.0,,X,,,04/30/2018,1.0,0,0,0
2203,670,US00,5105600135,2018,2,W,00/00/0000,00/00/0000,,96,S,,,,H,BI00,,XI,,"       5,500.00","       5,500.00",0.0,"       5,500.00",USD,"       5,500.00","       5,500.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,04/30/2018,20180430.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2204,670,US00,5105600136,2018,1,,05/01/2018,05/01/2018,1500000022.0,31,K,,,,H,,,XI,,"      10,000.00","      10,000.00",0.0,"      10,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125024.0,,X,,,05/01/2018,1.0,0,0,0
2205,670,US00,5105600136,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      10,000.00","      10,000.00",0.0,"      10,000.00",USD,"      10,000.00","      10,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2206,670,US00,5105600137,2018,1,,05/01/2018,05/01/2018,1500000023.0,31,K,,,,H,,,XI,,"       1,050.00","       1,050.00",0.0,"       1,050.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125027.0,,X,,,05/01/2018,1.0,0,0,0
2207,670,US00,5105600137,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       1,050.00","       1,050.00",0.0,"       1,050.00",USD,"       1,050.00","       1,050.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2208,670,US00,5105600138,2018,1,,05/01/2018,05/01/2018,1500000024.0,31,K,,,,H,,,XI,,"      42,000.00","      42,000.00",0.0,"      42,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125031.0,,X,,,05/01/2018,1.0,0,0,0
2209,670,US00,5105600138,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      42,000.00","      42,000.00",0.0,"      42,000.00",USD,"      42,000.00","      42,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2210,670,US00,5105600139,2018,1,,05/01/2018,05/01/2018,1500000025.0,31,K,,,,H,,,XI,,"  90,030,000.00","  90,030,000.00",0.0,"  90,030,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125033.0,,X,,,05/01/2018,1.0,0,0,0
2211,670,US00,5105600139,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"  90,030,000.00","  90,030,000.00",0.0,"  90,030,000.00",USD,"  90,030,000.00","  90,030,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2212,670,US00,5105600140,2018,1,,05/01/2018,05/01/2018,1500000026.0,31,K,,,,H,,,XI,,"  20,010,000.00","  20,010,000.00",0.0,"  20,010,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125034.0,,X,,,05/01/2018,1.0,0,0,0
2213,670,US00,5105600140,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"  20,010,000.00","  20,010,000.00",0.0,"  20,010,000.00",USD,"  20,010,000.00","  20,010,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2214,670,US00,5105600141,2018,1,,05/01/2018,05/01/2018,1500000027.0,31,K,,,,H,,,XI,,"       1,100.00","       1,100.00",0.0,"       1,100.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125035.0,,X,,,05/01/2018,1.0,0,0,0
2215,670,US00,5105600141,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       1,100.00","       1,100.00",0.0,"       1,100.00",USD,"       1,100.00","       1,100.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2216,670,US00,5105600142,2018,1,,05/01/2018,05/01/2018,1500000028.0,31,K,,,,H,,,XI,,"      55,000.00","  55,000,000.00",0.0,"  55,000,000.00",USDN,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125028.0,,X,,,05/01/2018,,0,0,0
2217,670,US00,5105600142,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      55,000.00","  55,000,000.00",0.0,"      55,000.00",USD,"      55,000.00","  55,000,000.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2218,670,US00,5105600143,2018,1,,05/01/2018,05/01/2018,1500000029.0,31,K,,,,H,,,XI,,"      10,500.00","      10,500.00",0.0,"      10,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125032.0,,X,,,05/01/2018,1.0,0,0,0
2219,670,US00,5105600143,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      10,500.00","      10,500.00",0.0,"      10,500.00",USD,"      10,500.00","      10,500.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2220,670,US00,5105600144,2018,1,,05/01/2018,05/01/2018,1500000030.0,31,K,,,,H,,,XI,,"       2,100.00","       2,100.00",0.0,"       2,100.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125030.0,,X,,,05/01/2018,1.0,0,0,0
2221,670,US00,5105600144,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       2,100.00","       2,100.00",0.0,"       2,100.00",USD,"       2,100.00","       2,100.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2222,670,US00,5105600145,2018,1,,05/02/2018,05/02/2018,1500000040.0,31,K,,,,H,,,XI,,"      22,050.00","      22,050.00",0.0,"      22,050.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125018.0,,X,,,05/01/2018,1.0,0,0,0
2223,670,US00,5105600145,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      22,050.00","      22,050.00",0.0,"      22,050.00",USD,"      22,050.00","      22,050.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2224,670,US00,5105600146,2018,1,,05/01/2018,05/01/2018,1500000031.0,31,K,,,,H,,,XI,,         600.00,         600.00,0.0,         600.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125037.0,,X,,,05/01/2018,1.0,0,0,0
2225,670,US00,5105600146,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,         600.00,         600.00,0.0,         600.00,USD,         600.00,         600.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2226,670,US00,5105600147,2018,1,,05/01/2018,05/01/2018,1500000032.0,31,K,,,,H,,,XI,,"       2,020.00","       2,020.00",0.0,"       2,020.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125039.0,,X,,,05/01/2018,1.0,0,0,0
2227,670,US00,5105600147,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"       2,020.00","       2,020.00",0.0,"       2,020.00",USD,"       2,020.00","       2,020.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2228,670,US00,5105600148,2018,1,,05/01/2018,05/01/2018,1500000033.0,31,K,,,,H,,,XI,,"      43,750.00","      43,750.00",0.0,"      43,750.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125040.0,,X,,,05/01/2018,1.0,0,0,0
2229,670,US00,5105600148,2018,2,W,00/00/0000,00/00/0000,,86,S,,,,S,BI00,,XI,,"      43,750.00","      43,750.00",0.0,"      43,750.00",USD,"      43,750.00","      43,750.00",0.0,0.0,0.0,0.0,0.0,0.0,,,,1,WRX,0.0,0.0,0.0,0.0,0.0,05/01/2018,20180501.0,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,NAIT1000,,,,,0,0,,,,00/00/0000,0,,,X,X,,,,,,,,,,,,,X,,,310000,,,,X,,,00/00/0000,,0,0,0
2230,670,US00,5105600149,2018,1,,05/01/2018,05/01/2018,1500000035.0,31,K,,,,H,,,XI,,         550.00,         550.00,0.0,         550.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,KBS,0.0,0.0,0.0,0.0,0.0,05/01/2018,,,,,,,RMRP,,,0.0,00/00/0000,0,NA00,,,,,,0,0,,,,00/00/0000,0,X,,X,X,,,,,,,,,,,,,,,300000.0,300000,,125041.0,,X,,,05/01/2018,1.0,0,0,0
